id,url_list,attribute,value
63,http://images.voonik.com/44671902/women-blue-tunic-5-original.jpg?1490616981,pattern_type,tie and dye
64,http://images.voonik.com/74665012/zastraa-monochrome-tie-down-top-original.jpg?1491424169,pattern_type,tie and dye
65,http://images.voonik.com/6876193/1146730_1-original.jpg?1482157271,pattern_type,tie and dye
66,http://images.voonik.com/2927148/3584364_1-original.jpg?1482169516,pattern_type,tie and dye
67,http://images.voonik.com/3649638/3556141_1-original.jpg?1482169229,pattern_type,tie and dye
68,http://images.voonik.com/8992033/957656_1-original.jpg?1482175198,pattern_type,tie and dye
69,http://images.voonik.com/84284121/5018929_1-original.jpg?1482349857,pattern_type,tie and dye
70,http://images.voonik.com/9441509/manka-womens-top-7-original.jpg?1491249433,pattern_type,tie and dye
71,http://images.voonik.com/52306241/ombrey-laddder-lace-top-1-original.jpg?1471844878,pattern_type,tie and dye
72,http://images.voonik.com/7589978/3799257_1-original.jpg?1482687771,pattern_type,tie and dye
73,http://images.voonik.com/05570802/stylish-abstract-flutter-ruffled-offshoulder-sleeve-original.jpg?1489908279,pattern_type,tie and dye
74,http://images.voonik.com/41584591/blue-and-white-scoop-neck-top-with-brush-strock-dye-original.jpg?1487065418,pattern_type,tie and dye
75,http://images.voonik.com/49608711/5133692_1-original.jpg?1482352362,pattern_type,tie and dye
76,http://images.voonik.com/85309812/brown-ethnic-print-shirt-cc9f6a82-original.jpg?1497597430,pattern_type,tie and dye
77,http://images.voonik.com/3560589/3763617_1-original.jpg?1482170172,pattern_type,tie and dye
78,http://images.voonik.com/41068121/holi-fashion-summer-coloured-solid-shift-top-1-original.jpg?1466801361,pattern_type,tie and dye
79,http://images.voonik.com/1264268/avi-fashion-house-digital-printed-long-kaftan-12-original.jpg?1491263408,pattern_type,tie and dye
80,http://images.voonik.com/47625112/IMAESVXX3MTV7GJB-original.jpg?1492083418,pattern_type,tie and dye
81,http://images.voonik.com/59393781/mansicollections-tie-and-dye-embellished-top-original.jpg?1503127450,pattern_type,tie and dye
82,http://images.voonik.com/97056981/mansicollections-casual-full-sleeve-striped-women-s-original.jpg?1503128343,pattern_type,tie and dye
83,http://images.voonik.com/84869891/leo-sansini-printed-tank-top-1-original.jpg?1487739449,pattern_type,tie and dye
84,http://images.voonik.com/0445866/2662955_1-original.JPG?1499252052,pattern_type,tie and dye
85,http://images.voonik.com/69805801/4745091_1-original.jpg?1493364105,pattern_type,tie and dye
86,http://images.voonik.com/90376021/5301857_1-original.jpg?1493364820,pattern_type,tie and dye
87,http://images.voonik.com/31393411/4972046_1-original.jpg?1482348597,pattern_type,tie and dye
88,http://images.voonik.com/79393411/4972065_1-original.jpg?1482348615,pattern_type,tie and dye
89,http://images.voonik.com/61833101/4427519_1-original.jpg?1482340602,pattern_type,tie and dye
90,http://images.voonik.com/4897733/983095_1-original.jpg?1482175311,pattern_type,tie and dye
91,http://images.voonik.com/62808561/urban-religion-stylish-western-tops-for-womens-34-3-original.jpg?1491249866,pattern_type,tie and dye
92,http://images.voonik.com/8427209/3912905_1-original.jpg?1482334515,pattern_type,tie and dye
93,http://images.voonik.com/54629551/5337189_1-original.jpg?1482358541,pattern_type,tie and dye
94,http://images.voonik.com/56449702/1611T05_1-original.jpg?1490084684,pattern_type,tie and dye
95,http://images.voonik.com/04407622/ants-two-colour-top-5995893d-original.jpg?1504089577,pattern_type,tie and dye
96,http://images.voonik.com/1660589/3763625_1-original.jpg?1482170178,pattern_type,tie and dye
97,http://images.voonik.com/62254602/8611432_1-original.jpg?1493360882,pattern_type,tie and dye
98,http://images.voonik.com/66782981/mansicollections-casual-short-sleeve-printed-women--original.jpg?1503128931,pattern_type,tie and dye
99,http://images.voonik.com/10127712/peptrends-off-shoulder-crop-top-with-smocking-57273-original.jpg?1496398386,pattern_type,tie and dye
100,http://images.voonik.com/4637148/3584456_1-original.jpg?1482169510,pattern_type,tie and dye
101,http://images.voonik.com/83350712/campus-sutra-womens-top-271e2f08-original.jpg?1496317150,pattern_type,tie and dye
102,http://images.voonik.com/5889875/2071509_1-original.jpg?1482162511,pattern_type,tie and dye
103,http://images.voonik.com/43452902/hlsc-poly-cotton-top-7-original.jpg?1490685909,pattern_type,tie and dye
104,http://images.voonik.com/26608811/5187926_1-original.jpg?1493364661,pattern_type,tie and dye
105,http://images.voonik.com/31819701/forever9teen-printed-rayon-sleeveless-blouse-original.jpg?1491175307,pattern_type,tie and dye
106,http://images.voonik.com/23591021/5276638_1-original.jpg?1482355298,pattern_type,tie and dye
107,http://images.voonik.com/20285521/5546376_1-original.jpg?1482247390,pattern_type,tie and dye
108,http://images.voonik.com/54196611/5076119_1-original.jpg?1482351021,pattern_type,tie and dye
109,http://images.voonik.com/63245971/qurvii-plus-size-green-print-round-top-original.jpg?1483706707,pattern_type,tie and dye
110,http://images.voonik.com/98245971/qurvii-plus-size-purple-print-v-neck-shirt-original.jpg?1483706761,pattern_type,tie and dye
111,http://images.voonik.com/00017622/ants-two-colour-top-387aa6cd-original.jpg?1504089715,pattern_type,tie and dye
112,http://images.voonik.com/48031021/5273127_1-original.jpg?1482355255,pattern_type,tie and dye
113,http://images.voonik.com/8876193/1146732_1-original.jpg?1482157278,pattern_type,tie and dye
114,http://images.voonik.com/33310651/4531785_1-original.jpg?1482341818,pattern_type,tie and dye
115,http://images.voonik.com/43552711/5101817_1-original.jpg?1482351649,pattern_type,tie and dye
116,http://images.voonik.com/97907622/ants-two-colour-top-37465d85-original.jpg?1504089709,pattern_type,tie and dye
117,http://images.voonik.com/37349312/OM420B-1-original.jpg?1493797937,pattern_type,tie and dye
118,http://images.voonik.com/42035702/8649632_1-original.jpg?1499282716,pattern_type,tie and dye
119,http://images.voonik.com/59288681/ahalyaa-gold-colored-sleeveless-and-v-neck-gorgette-original.jpg?1491262761,pattern_type,tie and dye
120,http://images.voonik.com/2484684/SFTOPS4050_20_281_29-product-original.jpg?1475493955,sleeve,long sleeve
121,http://images.voonik.com/23726751/6713182_1-original.jpg?1489753913,sleeve,long sleeve
122,http://images.voonik.com/09839361/sera-women-black-solid-cold-shoulder-top-original.jpg?1507031023,sleeve,long sleeve
123,http://images.voonik.com/59500541/6261359_1-original.jpg?1499269751,sleeve,long sleeve
124,http://images.voonik.com/12267991/ladies-navytunic-top-original.jpg?1491174668,sleeve,long sleeve
125,http://images.voonik.com/08257571/u-f-pink-sheer-top--2-original.jpg?1505718117,sleeve,long sleeve
126,http://images.voonik.com/59066751/kooo-multicolour-georgette-print-top-original.jpg?1491171668,sleeve,long sleeve
127,http://images.voonik.com/74407422/499-white-lace-up-back-crop-top-fc6e6d2f-original.jpg?1502206692,sleeve,long sleeve
128,http://images.voonik.com/5027197/TOPS_905_BLACK(2)-original.JPG?1475019645,sleeve,long sleeve
129,http://images.voonik.com/9885408/trendy-elephant-print-with-beautifuly-designed-butt-original.jpg?1491179004,sleeve,long sleeve
130,http://images.voonik.com/5706947/3118151_1-original.jpg?1482166523,sleeve,long sleeve
131,http://images.voonik.com/19526751/floral-applique-maroon-blouse-1-original.jpg?1491169763,sleeve,long sleeve
132,http://images.voonik.com/5606947/3118149_1-original.jpg?1482166513,sleeve,long sleeve
133,http://images.voonik.com/67061791/blue-red-stripes-crepe-top-original.jpg?1487447027,sleeve,long sleeve
134,http://images.voonik.com/52600541/6261364_1-original.jpg?1499269758,sleeve,long sleeve
135,http://images.voonik.com/36394001/la-firangi-high-low-stylish-top-1-original.jpg?1491175327,sleeve,long sleeve
136,http://images.voonik.com/32825222/NSW_20140121_20Grey_20Ruffeled_20Top-original.jpg?1501062602,sleeve,long sleeve
137,http://images.voonik.com/92516812/floral-printed-top-3e12f451-original.jpg?1497426888,sleeve,long sleeve
138,http://images.voonik.com/5416947/3118165_1-original.jpg?1482166530,sleeve,long sleeve
139,http://images.voonik.com/47299412/beige-printed-bell-sleeves-top-c8f5da58-original.jpg?1494497665,sleeve,long sleeve
140,http://images.voonik.com/34184571/tokyo-talkies-solid-womens-regular-fit-100-percent--original.jpg?1491183584,sleeve,long sleeve
141,http://images.voonik.com/11402122/tokyo-talkies-solid-round-neck-100-percent-viscose--original.jpg?1500019897,sleeve,long sleeve
142,http://images.voonik.com/32288722/d-amor-off-shoulder-full-length-sleeve-top-for-girl-original.jpg?1504863819,sleeve,long sleeve
143,http://images.voonik.com/8917197/TOPS_904_RED(2)-original.JPG?1475019649,sleeve,long sleeve
144,http://images.voonik.com/76356522/smart-green-top-with-baloon-sleeves-primo-knot-ee46-original.jpg?1503322718,sleeve,long sleeve
145,http://images.voonik.com/0035697/3353276_1-original.jpg?1482684176,sleeve,long sleeve
146,http://images.voonik.com/4644149/eyelets-full-sleeve-top-original.jpg?1491163726,sleeve,long sleeve
147,http://images.voonik.com/97367841/6403844_1-original.jpg?1482694118,sleeve,long sleeve
148,http://images.voonik.com/26194001/la-firangi-sheer-talks-top-original.jpg?1491172728,sleeve,long sleeve
149,http://images.voonik.com/7227197/TOPS_905_PINK(2)-original.JPG?1475019647,sleeve,long sleeve
150,http://images.voonik.com/8227786/MU_6610_20_282_29-original.jpg?1453470827,sleeve,long sleeve
151,http://images.voonik.com/75572821/cation-casual-top-1-original.jpg?1491167103,sleeve,long sleeve
152,http://images.voonik.com/71867612/9148824_1-original.jpg?1498013828,sleeve,long sleeve
153,http://images.voonik.com/7427197/TOPS_907(2)-original.JPG?1475023226,sleeve,long sleeve
154,http://images.voonik.com/06594001/4392575_1-original.jpg?1493362892,sleeve,long sleeve
155,http://images.voonik.com/90475812/brown-elephant-print-crop-top-d0581fe5-original.jpg?1497351818,sleeve,long sleeve
156,http://images.voonik.com/04098771/women-pink-and-white-printed-maxi-top-original.jpg?1491254224,sleeve,long sleeve
157,http://images.voonik.com/77256522/smart-rust-top-with-baloon-sleeves-primo-knot-8e44f-original.jpg?1503322662,sleeve,long sleeve
158,http://images.voonik.com/30594001/la-firangi-versatile-wisdom-top-original.jpg?1491174367,sleeve,long sleeve
159,http://images.voonik.com/43395112/1000-1140-M_1-original.jpg?1492157535,sleeve,long sleeve
160,http://images.voonik.com/43421701/4675391_1-original.jpg?1482343085,sleeve,long sleeve
161,http://images.voonik.com/04474912/blue-cotton-a-line-top-3cf74016-original.jpg?1498134060,sleeve,long sleeve
162,http://images.voonik.com/2127197/TOPS_905_BLUE(2)-original.JPG?1474585869,sleeve,long sleeve
163,http://images.voonik.com/0606947/3118148_1-original.jpg?1482166512,sleeve,long sleeve
164,http://images.voonik.com/57084222/NSTOPS0029WHITE1-original.JPG?1501053799,sleeve,long sleeve
165,http://images.voonik.com/91356522/smart-mustard-top-with-baloon-sleeves-primo-knot-39-original.jpg?1503322692,sleeve,long sleeve
166,http://images.voonik.com/71599412/green-lace-yoke-button-down-top-c2d878b9-original.jpg?1494499837,sleeve,long sleeve
167,http://images.voonik.com/0748707/FEM-TP5302_1-original.jpg?1475469429,sleeve,long sleeve
168,http://images.voonik.com/29769012/ruhaans-black-and-multi-color-floral-printed-top-original.jpg?1505944883,sleeve,long sleeve
169,http://images.voonik.com/61130112/8939925_1-original.jpg?1498012796,sleeve,long sleeve
170,http://images.voonik.com/80598912/tunic-nation-coral-printed-top-6fc7c738-original.jpg?1498732155,sleeve,long sleeve
171,http://images.voonik.com/48726412/printed-off-white-crop-top-primoknot-65ef560c-original.jpg?1494507449,sleeve,long sleeve
172,http://images.voonik.com/42926412/panelled-swiss-dot-top-e5c9b4b9-original.jpg?1494227944,sleeve,long sleeve
173,http://images.voonik.com/21070341/long-sleeve-top-17-original.jpg?1475494147,sleeve,long sleeve
174,http://images.voonik.com/29264122/damor-plain-parrot-green-top-for-womens-dot-dot-dot-original.jpg?1500274993,sleeve,long sleeve
175,http://images.voonik.com/32827331/5869079_1-original.jpg?1480529180,sleeve,long sleeve
176,http://images.voonik.com/55196961/7118430_1-original.jpg?1493357457,sleeve,long sleeve
177,http://images.voonik.com/75156522/mustard-cold-shoulder-top-primo-knot-5b2a7769-original.jpg?1503322570,sleeve,long sleeve
178,http://images.voonik.com/5210933/SFTOPS4026_20_281_29-original.JPG?1475475321,sleeve,long sleeve
179,http://images.voonik.com/1344276/2682175_1-original.jpg?1490782247,sleeve,long sleeve
180,http://images.voonik.com/94715182/fabulous-me-women-s-black-color-solid-cold-shoulder-original.jpg?1517494101,sleeve,long sleeve
181,http://images.voonik.com/9900115/1751624_1-original.jpg?1489753366,sleeve,long sleeve
182,http://images.voonik.com/40563612/soie-woman-s-white-shirt-746a5a2b-original.jpg?1496138229,sleeve,long sleeve
183,http://images.voonik.com/7627197/TOPS_910(2)-original.JPG?1474803229,sleeve,long sleeve
184,http://images.voonik.com/9569833/988027_1-original.jpg?1490775674,sleeve,long sleeve
185,http://images.voonik.com/81582712/eves-pret-a-porter-black-net-top-with-inner-for-wom-original.jpg?1496343786,sleeve,long sleeve
186,http://images.voonik.com/49308032/zobia-women-pink-white-floral-full-printed-tops-0fb-original.jpg?1506599035,sleeve,long sleeve
187,http://images.voonik.com/36296812/black-and-white-lycra-top-3e1c67a7-original.jpg?1497441172,sleeve,long sleeve
188,http://images.voonik.com/63282151/6496309_1-original.jpg?1498009859,sleeve,long sleeve
189,http://images.voonik.com/78264122/damor-plain-see-green-top-for-womens-dot-dot-dot-d6-original.jpg?1500274984,sleeve,long sleeve
190,http://images.voonik.com/4125556/MF_2501_20_283_29-original.jpg?1452172352,sleeve,long sleeve
191,http://images.voonik.com/89610001/clifton-women-s-plain-full-sleve-tees-lit-purple-original.jpg?1502268592,sleeve,long sleeve
192,http://images.voonik.com/14256522/brown-printed-cold-shoulder-top-primo-knot-84a3ec41-original.jpg?1503322655,sleeve,long sleeve
193,http://images.voonik.com/38778571/u-and-f-green-sheer-top-original.png?1505944836,sleeve,long sleeve
194,http://images.voonik.com/32582712/eves-pret-a-porter-brown-net-top-with-inner-for-wom-original.jpg?1496343794,sleeve,long sleeve
195,http://images.voonik.com/19578081/blue-stripes-round-collar-top-original.jpg?1491255690,sleeve,long sleeve
196,http://images.voonik.com/94986991/raas-pret-black-and-white-geometric-print-shoulder--original.jpg?1491170977,sleeve,long sleeve
197,http://images.voonik.com/1201829/TC00D00621_20_281_29-original.JPG?1477767133,sleeve,long sleeve
198,http://images.voonik.com/04184222/NSTOPS0037LPINK1-original.JPG?1501053830,sleeve,long sleeve
199,http://images.voonik.com/89916132/floral-printed-casual-top-primo-knot-cb8c252c-original.jpg?1507299150,sleeve,long sleeve
200,http://images.voonik.com/29254702/plus-size-crepe-music-print-black-top-original.jpg?1491261182,sleeve,long sleeve
201,http://images.voonik.com/94933861/7073007_1-original.jpg?1485581643,sleeve,long sleeve
202,http://images.voonik.com/08479771/multi-colour-stylish-top-1-original.jpg?1491256295,sleeve,long sleeve
203,http://images.voonik.com/7057394/1665641_1-original.jpg?1482160154,sleeve,long sleeve
204,http://images.voonik.com/00184222/NSTOPS0037BEIGE1-original.JPG?1501053811,sleeve,long sleeve
205,http://images.voonik.com/21167902/lady-instyle-maroon-round-shape-back-blouse-original.jpg?1491039676,sleeve,long sleeve
206,http://images.voonik.com/94970491/red-print-t-shirt-original.jpg?1486641123,sleeve,long sleeve
207,http://images.voonik.com/8766556/2582860_1-original.jpg?1490781004,sleeve,long sleeve
208,http://images.voonik.com/9708757/ABTP1602_201_zpswv9njenj-original.jpg?1464058661,sleeve,long sleeve
209,http://images.voonik.com/51456522/printed-black-bell-sleeves-top-primo-knot-783df500-original.jpg?1503322451,sleeve,long sleeve
210,http://images.voonik.com/96052651/6661955_1-original.jpg?1482703250,sleeve,long sleeve
211,http://images.voonik.com/21710001/clifton-women-s-plain-full-sleve-tees-off-white-original.jpg?1502268364,sleeve,long sleeve
212,http://images.voonik.com/95282261/6857146_1-original.jpg?1482709610,sleeve,long sleeve
213,http://images.voonik.com/04971061/rare-regular-fit-solid-long-sleeve-regular-collar-t-original.jpg?1503491374,sleeve,long sleeve
214,http://images.voonik.com/97299412/pink-lace-yoke-button-down-top-7806c2bb-original.jpg?1494497678,sleeve,long sleeve
215,http://images.voonik.com/01175602/ahalyaa-crossword-print-raglan-sleeve-black-and-whi-original.jpg?1491180694,sleeve,long sleeve
216,http://images.voonik.com/89738931/three-quarter-sleeve-top-9-original.jpg?1475491656,sleeve,long sleeve
217,http://images.voonik.com/42925222/NSW_20130818_20Orange_20Sheer_20Top-original.jpg?1501062688,sleeve,long sleeve
218,http://images.voonik.com/75805511/3146062_1-original.jpg?1482166565,sleeve,long sleeve
219,http://images.voonik.com/22407422/499-blue-pleated-top-5858bf2f-original.jpg?1502206664,sleeve,long sleeve
220,http://images.voonik.com/34331312/6000-offwhite_1-original.jpg?1493285281,sleeve,long sleeve
221,http://images.voonik.com/02826412/printed-casual-blue-white-top-primoknot-9cab2143-original.jpg?1494492066,sleeve,long sleeve
222,http://images.voonik.com/47916132/floral-printed-casual-top-primo-knot-4eec6611-original.jpg?1507299153,sleeve,long sleeve
223,http://images.voonik.com/24532131/rare-light-blue-georgette-solid-regular-fit-top-for-original.jpg?1503442237,sleeve,long sleeve
224,http://images.voonik.com/74825222/NSTOPS130805BEIGE1-original.jpg?1501062625,sleeve,long sleeve
225,http://images.voonik.com/46002061/4084269_1-original.jpg?1498007570,sleeve,long sleeve
226,http://images.voonik.com/73951571/tokyo-talkies-printed-womens-regular-fit-100-percen-original.jpg?1491180991,sleeve,long sleeve
227,http://images.voonik.com/34198771/scorpius-black-long-top-original.jpg?1491168565,sleeve,long sleeve
228,http://images.voonik.com/6437197/TOPS_919(2)-original.JPG?1475019499,sleeve,long sleeve
229,http://images.voonik.com/0378209/clifton-women-s-plain-full-sleve-tees-rama-green-original.jpg?1502264654,sleeve,long sleeve
230,http://images.voonik.com/7909729/TC00D00596_20_282_29-original.JPG?1460621265,sleeve,long sleeve
231,http://images.voonik.com/43082681/7766929_1-original.jpg?1499278455,sleeve,long sleeve
232,http://images.voonik.com/5754578/3773820_1-original.jpg?1482687657,sleeve,long sleeve
233,http://images.voonik.com/66677261/ants-embroidered-lace-top-4-original.jpg?1478360707,sleeve,long sleeve
234,http://images.voonik.com/47976421/white-floral-top-7-original.jpg?1491181159,sleeve,long sleeve
235,http://images.voonik.com/9975588/rare-alessia-giocomel-for-rare-regular-fit-long-sle-original.jpg?1503493142,sleeve,long sleeve
236,http://images.voonik.com/4232867/DSS8099A_20_288_29-original.JPG?1464059242,sleeve,long sleeve
237,http://images.voonik.com/27096981/clifton-womens-raglan-full-sleeve-t-shirt-turquiose-original.jpg?1502272040,sleeve,long sleeve
238,http://images.voonik.com/71967612/athena-colourful-geometric-print-top-9e60d752-original.jpg?1496213198,sleeve,long sleeve
239,http://images.voonik.com/68610001/clifton-women-s-plain-full-sleve-tees-chilly-red-original.jpg?1502265875,sleeve,long sleeve
240,http://images.voonik.com/2368396/MF_2619_20_281_29-original.jpg?1453873361,pattern_type,polka dots
241,http://images.voonik.com/92123812/mayra-party-wear-top-a76fb0c2-original.jpg?1497000702,pattern_type,polka dots
242,http://images.voonik.com/4174798/3880127_1-original.jpg?1499255453,pattern_type,polka dots
243,http://images.voonik.com/54296812/pink-georgette-balloon-top-47283f1a-original.jpg?1497441152,pattern_type,polka dots
244,http://images.voonik.com/67297022/one-shoulder-top-b74c9a57-original.jpg?1499512319,pattern_type,polka dots
245,http://images.voonik.com/24192161/6821034_1-original.jpg?1482707502,pattern_type,polka dots
246,http://images.voonik.com/69419412/black-color-polka-printed-top-15b8b2b1-original.jpg?1510543736,pattern_type,polka dots
247,http://images.voonik.com/99815182/fabulous-me-women-s-off-white-color-polka-printed-b-original.jpg?1517494794,pattern_type,polka dots
248,http://images.voonik.com/21167902/lady-instyle-maroon-round-shape-back-blouse-original.jpg?1491039676,pattern_type,polka dots
249,http://images.voonik.com/56913812/mayra-party-wear-top-9a413d1e-original.jpg?1497000598,pattern_type,polka dots
250,http://images.voonik.com/69419551/4675355_1-original.jpg?1482343038,pattern_type,polka dots
251,http://images.voonik.com/60373181/7566650_1-original.jpg?1493359062,pattern_type,polka dots
252,http://images.voonik.com/3700277/top-852-original.jpg?1491180044,pattern_type,polka dots
253,http://images.voonik.com/63849102/b-kind-womens-turq-mul-printed-top-original.jpg?1488375805,pattern_type,polka dots
254,http://images.voonik.com/5236556/2582749_1-original.jpg?1490780974,pattern_type,polka dots
255,http://images.voonik.com/88512861/color-fuel-black-polka-dot-printed-georgette-shirt-original.jpg?1491182775,pattern_type,polka dots
256,http://images.voonik.com/36761612/top-3443f88c-original.jpg?1495647499,pattern_type,polka dots
257,http://images.voonik.com/73715182/fabulous-me-women-s-wine-color-dot-printed-cold-sho-original.jpg?1517494102,pattern_type,polka dots
258,http://images.voonik.com/9556556/2582826_1-original.jpg?1490781000,pattern_type,polka dots
259,http://images.voonik.com/91930512/polka-dot-overlay-wrap-top-08169bb8-original.jpg?1494528765,pattern_type,polka dots
260,http://images.voonik.com/58184222/NSTOPS0051WHITE1-original.JPG?1501053853,pattern_type,polka dots
261,http://images.voonik.com/5768396/MF_2621_20_281_29-original.jpg?1453873430,pattern_type,polka dots
